id,name,lat,lon,category,subcategory,neighborhood,address,summary,price_range,kid_friendly,visited,rating,website,google_maps_url,tags,notes
herts-baseball-club-grovehill-ballpark,Herts Baseball Club Grovehill Ballpark,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (77 reviews)
highclere-castle,Highclere Castle,,,historic-sites,castle,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (6,186 reviews)"
historic-cable-gear-at-enderby-wharf,Historic Cable Gear at Enderby Wharf,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 5.0/5 (2 reviews)
hms-victory,HMS Victory,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (8,362 reviews)"
hobbledown-heath,Hobbledown Heath,,,kid-friendly,theme-park,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (2,160 reviews)"
hours-prior-partial-cover-and-heating-if-it-rains-no-option,"hours prior. Partial cover and heating, if it rains, no option",,,restaurants,restaurant,Belgravia,,,,,,,,,,
house,house. •,,,restaurants,restaurant,Piccadilly/Regent Street,,,,,,,,,,
ida,Ida,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,Google rating: 4.5/5 (578 reviews)
ikigai-coffee,Ikigai Coffee,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.9/5 (413 reviews)
il-posto,Il Posto,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,560 reviews)"
imperial-war-museum,Imperial War Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (30,336 reviews)"
in-a-category-all-its-own,In a category all its own,,,restaurants,restaurant,Whitehall/St James's Park/Victoria,,"DUMPLINGS LEGEND, Gerard St",,,,,,,,
in-the-old-city-of-london,In the old City of London,,,restaurants,restaurant,Belgravia,,,,,,,,,,
in-trafalgar-square,In Trafalgar Square,,,restaurants,restaurant,Belgravia,,Thai,,,,,,,,
is-very-good,is very good,,,restaurants,pub,Whitehall/Charing Cross,,-limited seasonal menu. Lunch 3-course is 35 GBP. Dinner and lunch,,,,,,,,
itsu-sushi-bar-piccadilly,"Itsu Sushi Bar, Piccadilly",,,wmd-sites,radiological,,,"Earlier that day, Litvinenko met with Mario Scaramella near Piccadilly Circus. This location was initially suspected but later ruled out as the poisoning site.",,,,,,,,
ivy-market-grill,Ivy Market Grill,,,restaurants,restaurant,Covent Garden,,"good for a group, more affordable than the actual Ivy",,,,,,,,
iwm-duxford,IWM Duxford,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (18,093 reviews)"
j-sheekey,J Sheekey,,,restaurants,restaurant,,,,$$$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.5/5 (2,581 reviews)"
jamaica-wine-house,Jamaica Wine House,,,restaurants,pub,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.3/5 (1,196 reviews)"
jane-austen-s-house,Jane Austen's House,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,953 reviews)"
jeru,Jeru,,,restaurants,restaurant,Mayfair,,"Mediterranean. Swanky place, mid-level expensive. Has a semi-private table that",,,,,,,,
john-paul-jones-monument,John Paul Jones Monument,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 5.0/5 (2 reviews)
jonkers-rare-books,Jonkers Rare Books,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (29 reviews)
julien-plumart,Julien Plumart,,,restaurants,bakery,,,,$$,,,,,,source:UK 2023,Google rating: 4.6/5 (887 reviews)
kappacasein-dairy,Kappacasein Dairy,,,restaurants,market,,,,,,,,,,source:London Historic Restaurants and Pubs,Google rating: 4.6/5 (590 reviews)
keen-s-cheddar-ltd,Keen's Cheddar Ltd,,,restaurants,market,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (38 reviews)
keith-fawkes,Keith Fawkes,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 3.7/5 (57 reviews)
kerrldge-s,Kerrldge's,,,restaurants,restaurant,Whitehall/Charing Cross,,Kerrldge's (in the Corinthia) elegant steak house vibe. Expensive pricing.,,,,,,,,
kingston-russell-stone-circle,Kingston Russell Stone Circle,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.2/5 (40 reviews)
kingstonian-fc,Kingstonian FC,51.394843,-0.270729,attractions,football,London,,Football club in London,,true,,,,,sports|football,Isthmian League Premier Division (Level 7) Stadium: King George's Field CLUB INFO: https://www.kingstonian.com
knebworth-house,Knebworth House,,,attractions,landmark,,,,,,,,,,source:Great Muppet Caper,"Google rating: 4.5/5 (3,765 reviews)"
kutir,Kutir,,,restaurants,restaurant,Belgravia,,,,,,,,,,
le-beaujolais,Le Beaujolais,,,restaurants,wine-bar,,,,$$,,,,,,source:London Historic Restaurants and Pubs,Google rating: 4.7/5 (888 reviews)
leadenhall-market,Leadenhall Market,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (22,378 reviews)"
les-grands-buffets,Les Grands Buffets,,,restaurants,restaurant,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (33,072 reviews)"
leyton-orient,Leyton Orient,51.560078,-0.011431,attractions,football,London,,Football club in London,,true,,,,,sports|football,League One (Level 3) Stadium: Brisbane Road CLUB INFO: https://www.leytonorient.com
limon,Limon'è,,,restaurants,ice-cream,,,,,,,,,,source:Pubs,Google rating: 4.6/5 (368 reviews)
lindisfarne-castle,Lindisfarne Castle,,,historic-sites,castle,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (3,483 reviews)"
line-so-best-to-plan-ahead-if-you-have-a-group,line so best to plan ahead if you have a group,,,restaurants,restaurant,Piccadilly/Regent Street,,,,,,,,,,
litvinenko-poisoning,Litvinenko Poisoning,,,wmd-sites,radiological,,,"Millennium Hotel, Mayfair (Grosvenor Square, London) - The primary crime scene where Litvinenko was poisoned on November 1, 2006, after meeting Andrei Lugovoi and Dmitry Kovtun at the Pine Bar. Poloni",,,,,,,,um-210 traces were later found in the teapot and throughout the hotel.
lore-of-the-land,Lore of the Land,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.6/5 (1,405 reviews)"
lulworth-cove,Lulworth Cove,,,day-trips,coast,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (2,040 reviews)"
lunch-not-expensive,lunch. Not expensive,,,restaurants,restaurant,Whitehall/Charing Cross,,,,,,,,,,
lyme-regis-fossil-beach-ammonite-pavement,Lyme Regis Fossil Beach (Ammonite Pavement),,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (648 reviews)
lyme-regis-museum,Lyme Regis Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,026 reviews)"
m-manze-tower-bridge,M.Manze Tower Bridge,,,restaurants,restaurant,,,,$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.6/5 (1,951 reviews)"
maggie-jones-s-restaurant,Maggie Jones's Restaurant,,,restaurants,restaurant,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.6/5 (1,528 reviews)"
magic-roundabout,Magic Roundabout,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.0/5 (31 reviews)
magna-carta-island,Magna Carta Island,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.2/5 (5 reviews)
magna-carta-memorial,Magna Carta Memorial,,,historic-sites,memorial,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,008 reviews)"
main-dining-room,main dining room,,,restaurants,restaurant,Piccadilly/Regent Street,,,,,,,,,,
maison-bertaux,Maison Bertaux,,,restaurants,bakery,,,,$$,,,,,,source:Great Muppet Caper,"Google rating: 4.3/5 (2,881 reviews)"
marquis-of-granby-pronounced-mar-kwis,Marquis of Granby (pronounced Mar Kwis),,,restaurants,restaurant,Belgravia,,maybe good for lunch,,,,,,,,
memorial-to-a-a-milne,Memorial to A.A.Milne,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (120 reviews)
mestizo-mexican-restaurant-tequila-bar,Mestizo Mexican Restaurant & Tequila Bar,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (8,992 reviews)"
millwall-fc,Millwall FC,51.485872,-0.050743,attractions,football,London,,Football club in London,,true,,,,,sports|football,Championship (Level 2) Stadium: The Den CLUB INFO: https://www.millwallfc.co.uk
milroy-s-of-soho,Milroy's of Soho,,,restaurants,cocktail-bar,,,,$$,,,,,,source:UK 2023,"Google rating: 4.7/5 (1,093 reviews)"
mon-plaisir,Mon Plaisir,,,restaurants,restaurant,,,,$$,,,,,,source:London Historic Restaurants and Pubs,Google rating: 4.2/5 (636 reviews)
monument-to-the-great-fire-of-london,Monument to the Great Fire of London,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (13,525 reviews)"
morpeth-arms,Morpeth Arms,,,restaurants,pub,Belgravia,,Youngs Brewery-full of Thames House folks,,,,,,,,
morpeth-arms-oust-down-the-street-from-thames-house,Morpeth Arms Oust down the street from Thames House),,,restaurants,pub,Belgravia,,"Basic pub, not covered, but easy",,,,,,,,
mountfitchet-castle-norman-village-cm248ly,"Mountfitchet Castle & Norman Village , CM248LY",,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,718 reviews)"
mr-fogg-s,Mr. Fogg's,,,restaurants,restaurant,Belgravia,,(As in Fineous Fogg) creative drinks and fun,,,,,,,,
mr-fogg-s-tavern,Mr Fogg's Tavern,,,restaurants,cocktail-bar,,,,$$$,,,,,,source:Pubs,"Google rating: 4.5/5 (3,821 reviews)"
muggleton-road-amesbury-wiltshire,"Muggleton Road, Amesbury, Wiltshire",,,wmd-sites,chemical,,,"In June 2018, Dawn Sturgess, who had no connection to espionage, was fatally poisoned after coming into contact with a discarded Novichok-laced perfume bottle in Amesbury, Wiltshire.  Her boyfriend, C",,,,,,,,"harlie Rowley,  found a perfume bottle containing Novichok in a charity bin or on the street in Amesbury-it was believed to have been discarded by the same Russian GRU operatives who poisoned Sergei and Yulia Skripal.  Rowley gave the bottle to Sturgess as a gift, believing it was perfume.  She sprayed it directly onto her wrists and withing 15 minutes, fell severely ill.  She was rushed to Salisbury District Hospital, where she died after 8 days.  Rowley was also contaminated but survived after falling into a coma and undergoing treatment. 9. City Stay Hotel (Bow Road, London) -- The GRU operatives who carried out the Skripal attack stayed here before traveling to Salisbury. Novichok traces were later discovered in their room."
museum-of-archaeology-and-anthropology,Museum of Archaeology and Anthropology,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (412 reviews)
museum-of-cambridge,Museum of Cambridge,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.3/5 (300 reviews)
museum-of-classical-archaeology,Museum of Classical Archaeology,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (101 reviews)
muswell-hillbilly-brewers-taproom,Muswell Hillbilly Brewers Taproom,,,restaurants,cocktail-bar,,,,$,,,,,,source:Pubs,Google rating: 4.7/5 (169 reviews)
national-army-museum,National Army Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (2,782 reviews)"
national-memorial-arboretum-alrewas-staffordshire,"National Memorial Arboretum (Alrewas, Staffordshire)",,,historic-sites,memorial,,,,,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.9/5 (13,859 reviews)"
national-museum-of-scotland,National Museum of Scotland,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (56,403 reviews)"
national-museum-of-the-royal-navy,National Museum of the Royal Navy,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (998 reviews)
national-railway-museum-york,National Railway Museum York,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (30,673 reviews)"
national-trust-ankerwycke-yew,National Trust - Ankerwycke Yew,,,historic-sites,memorial,,,,$$,,,,,,source:UK 2023,Google rating: 4.6/5 (205 reviews)
national-trust-bateman-s,National Trust - Bateman's,,,attractions,museum,,,,$$,,,,,,source:UK 2023,"Google rating: 4.7/5 (3,239 reviews)"
national-trust-cerne-giant,National Trust - Cerne Giant,,,attractions,landmark,,,,$$,,,,,,source:UK 2023,Google rating: 4.2/5 (718 reviews)
national-trust-dover-s-hill,National Trust - Dover's Hill,,,day-trips,countryside,,,,$$,,,,,,source:UK 2023,Google rating: 4.7/5 (554 reviews)
national-trust-glastonbury-tor,National Trust - Glastonbury Tor,,,historic-sites,memorial,,,,$$,,,,,,source:UK 2023,"Google rating: 4.8/5 (4,412 reviews)"
national-trust-hidcote,National Trust - Hidcote,,,attractions,landmark,,,,$$,,,,,,source:UK 2023,"Google rating: 4.7/5 (4,714 reviews)"
national-trust-petworth-house-and-park,National Trust - Petworth House and Park,,,attractions,park,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (4,836 reviews)"
national-trust-sutton-hoo,National Trust - Sutton Hoo,,,day-trips,national-park,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (4,589 reviews)"
national-trust-the-white-cliffs-of-dover,National Trust - The White Cliffs of Dover,,,attractions,landmark,,,,$$,,,,,,source:UK 2023,"Google rating: 4.8/5 (6,498 reviews)"
national-trust-treasurer-s-house-york,"National Trust - Treasurer's House, York",,,attractions,museum,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,269 reviews)"
new-forest-national-park,New Forest National Park,,,day-trips,national-park,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (24,443 reviews)"
newton-s-apple-tree,Newton's Apple Tree,,,attractions,landmark,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,220 reviews)"
nice-private-room-for-a-group,nice private room for a group,,,restaurants,restaurant,Whitehall/Charing Cross,,,,,,,,,,
nopi,Nopi,,,restaurants,restaurant,Belgravia,,"Ottolenghi restaurant, amazing mediterranean ta pas style place",,,,,,,,
north-laine-bazaar,North Laine Bazaar,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (6,645 reviews)"
north-of-whitehall-st-james,North of Whitehall/St. James,,,restaurants,restaurant,Piccadilly/Regent Street,,,,,,,,,,
notice,notice,,,restaurants,restaurant,Belgravia,,,,,,,,,,
nutmeg,nutmeg,,,restaurants,restaurant,Belgravia,,,,,,,,,,
nutshell,Nutshell,51.5096176,-0.1267517,restaurants,restaurant,Covent Garden,,"Persian food, has a good tasting menu for 4Spp",,,,,,,,
odiham-castle,Odiham Castle,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (754 reviews)
old-bank-of-england,Old Bank of England,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (5,264 reviews)"
old-queen-street-cafe,Old Queen Street Cafe,,,restaurants,cafe,Whitehall/Charing Cross,,tucked away on a side street near Churchill War Rooms; large,,,,,,,,
old-royal-naval-college,Old Royal Naval College,51.4817844,-0.0066319,wmd-sites,nuclear,"Greenwich, London",,"Once home to the JASON nuclear reactor, this historic site played a key role in training Royal Navy officers in nuclear submarine technology. The reactor, active from 1962 to 1996, was decommissioned ",,,,,,,,"in 1999. Today, the site is a popular heritage attraction."
old-sarum,Old Sarum,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (3,493 reviews)"
old-spitalfields-market,Old Spitalfields Market,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (9,796 reviews)"
oliver-s-village-caf,Oliver's Village Café,,,restaurants,cafe,,,,$$,,,,,,source:UK 2023,Google rating: 4.6/5 (515 reviews)
one-or-very-small-group-but-a-classic-british-experience,one or very small group ... but a classic British experience,,,restaurants,restaurant,Covent Garden,,,,,,,,,,
operation-dynamo-rescue-from-dunkirk,Operation Dynamo: Rescue From Dunkirk,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (241 reviews)
original-dubai-shawarma,Original Dubai Shawarma,,,restaurants,restaurant,,,,$,,,,,,source:UK 2023,Google rating: 3.5/5 (47 reviews)
ottolenghi-richmond,Ottolenghi Richmond,,,restaurants,restaurant,,,,,,,,,,source:UK 2023,Google rating: 4.1/5 (208 reviews)
oxford-university-museum-of-natural-history,Oxford University Museum of Natural History,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (10,997 reviews)"
parkland-walk,Parkland Walk,,,day-trips,countryside,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,945 reviews)"
peak-district-national-park,Peak District National Park,,,day-trips,national-park,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (34,072 reviews)"
pembroke-college,Pembroke College,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (187 reviews)
peter-pan-statue,Peter Pan statue,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,953 reviews)"
piglet-s-house,Piglet's House,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (42 reviews)
pindar-bunker,PINDAR Bunker,,,wmd-sites,nuclear,"Whitehall, London",,"A top-secret nuclear war command bunker, PINDAR was constructed in the 1990s to ensure government continuity in the event of a nuclear strike. Though off-limits to the public, its existence is officia",,,,,,,,lly acknowledged.
piwnica-pod-baranami,Piwnica Pod Baranami,,,restaurants,cocktail-bar,,,,,,,,,,source:Pubs,"Google rating: 4.8/5 (4,534 reviews)"
pooh-car-park,Pooh Car Park,,,attractions,park,,,,,,,,,,source:UK 2023,Google rating: 4.3/5 (224 reviews)
pooh-corner,Pooh Corner,,,restaurants,cafe,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,639 reviews)"
pooh-sticks-bridge,Pooh Sticks Bridge,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (942 reviews)
porterhouse,Porterhouse,,,restaurants,restaurant,Belgravia,,"really big space, with covered outdoor seatingtoo",,,,,,,,
porters-lodge-peterhouse,Porters' Lodge Peterhouse,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 5.0/5 (1 reviews)
portobello-rd,Portobello Rd,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,082 reviews)"
portobello-road-market,Portobello Road Market,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (28,168 reviews)"
portsmouth-historic-dockyard,Portsmouth Historic Dockyard,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (16,664 reviews)"
preto,Preto,,,restaurants,restaurant,Whitehall/St James's Park/Victoria,,brazilian steak house; cheap and a LOT of food,,,,,,,,
prince-alfred,Prince Alfred,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.5/5 (1,746 reviews)"
promenade,Promenade,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.0/5 (2 reviews)
prospect-of-whitby,Prospect of Whitby,,,restaurants,restaurant,Belgravia,,famous for hanging pirates out back on the river,,,,,,,,
punch-judy,Punch & Judy,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.3/5 (4,686 reviews)"
punjab-restaurant,Punjab Restaurant,,,restaurants,restaurant,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.3/5 (4,098 reviews)"
puzzlewood,Puzzlewood,,,day-trips,countryside,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (4,283 reviews)"
queens-park-rangers,Queens Park Rangers,51.509794,-0.232143,attractions,football,London,,Football club in London,,true,,,,,sports|football,Championship (Level 2) Stadium: Loftus Road CLUB INFO: https://www.qpr.co.uk
queens-park-rangers-football-club,Queens Park Rangers Football Club,,,attractions,football,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (960 reviews)
quilon,Quilon,,,restaurants,restaurant,Belgravia,,Very nice Indian restaurant; excellent service,,,,,,,,
radio-rooftop,Radio Rooftop,,,restaurants,wine-bar,Belgravia,,(good rooftop bar with excellent cocktails and pretty good food),,,,,,,,
raf-northolt,RAF Northolt,51.5543813,-0.418074,wmd-sites,nuclear,West London,,"During the Cold War, this airbase was a crucial part of Britain's nuclear bomber operations. It remains an active military airfield, though access is restricted.",,,,,,,,
regency-cafe,Regency Cafe,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,"Google rating: 4.7/5 (4,695 reviews)"
richmond-palace,Richmond Palace,,,historic-sites,castle,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (32 reviews)
rigsby-s-ln,Rigsby's Ln,,,attractions,landmark,,Cirencester GL7 6FJ United Kingdom,,,,,,,,source:UK 2023,
river-otter-beaver-walk-otterton,River Otter beaver walk (Otterton),,,day-trips,countryside,,,,,,,,,,source:UK 2023,Google rating: 5.0/5 (7 reviews)
robin-hood-s-bay,Robin Hood's Bay,,,attractions,landmark,,United Kingdom,,,,,,,,source:UK 2023,
rochester-castle,Rochester Castle,,,historic-sites,castle,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (9,085 reviews)"
rock-and-sole-plaice,Rock and Sole Plaice,,,attractions,landmark,,,,$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.3/5 (5,319 reviews)"
room-available,room available,,,restaurants,restaurant,Belgravia,,,,,,,,,,
rovi,Rovi,,,restaurants,restaurant,Belgravia,,"same as Nopi, just different menu",,,,,,,,
royal-air-force-museum-london,Royal Air Force Museum London,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (19,512 reviews)"
royal-armouries-fort-nelson,Royal Armouries: Fort Nelson,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (4,283 reviews)"
royal-engineers-museum,Royal Engineers Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (996 reviews)
royal-hampshire-regiment-museum,Royal Hampshire Regiment Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (123 reviews)
royal-pavilion,Royal Pavilion,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (13,180 reviews)"
rules,Rules,51.5108285,-0.1231906,restaurants,restaurant,Covent Garden,,"oldest restaurant in London and super old school. Expensive, so best for one on",,,,,,,,
ryu-sushi-restaurant-mayfair,"Ryu Sushi Restaurant, Mayfair",,,wmd-sites,radiological,,,"Another site contaminated with polonium, where Lugovoi and Kovtun dined before meeting Litvinenko.",,,,,,,,
salisbury-cathedral,Salisbury Cathedral,,,historic-sites,medieval,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (16,004 reviews)"
sally-lunn-s-historic-eating-house-museum,Sally Lunn’s Historic Eating House & Museum,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.4/5 (6,016 reviews)"
salvino,Salvino,,,restaurants,market,,,,$,,,,,,source:UK 2023,Google rating: 4.6/5 (422 reviews)
samad-al-iraqi-restaurant,Samad Al Iraqi Restaurant,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.3/5 (1,876 reviews)"
sambourne-house,Sambourne House,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (365 reviews)
samuel-smith-s-brewery,Samuel Smith's Brewery,,,restaurants,pub,,,,,,,,,,source:UK 2023,Google rating: 2.7/5 (147 reviews)
schnitzel-heaven,Schnitzel Heaven,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.9/5 (2,536 reviews)"
scott-s,Scott's,,,restaurants,restaurant,,,,$$$$,,,,,,source:London Historic Restaurants and Pubs,"Google rating: 4.6/5 (2,888 reviews)"
scudamore-s-mill-lane-punting-station,Scudamore's Mill Lane Punting Station,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (1,034 reviews)"
sedgwick-museum-of-earth-sciences,Sedgwick Museum of Earth Sciences,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (989 reviews)
seven-dials-market,Seven Dials Market,,,restaurants,street-food,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (8,495 reviews)"
shakespeare-s-birthplace,Shakespeare's Birthplace,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (18,974 reviews)"
shambles,Shambles,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (1,605 reviews)"
shambles-market,Shambles Market,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (14,354 reviews)"
sheekey-s,Sheekey's,,,restaurants,restaurant,Belgravia,,really good fish,,,,,,,,
sherlock-holmes,Sherlock Holmes,,,restaurants,pub,,,,$$,,,,,,source:Great Muppet Caper,"Google rating: 4.2/5 (9,350 reviews)"
sherwood-forest-visitor-centre,Sherwood Forest Visitor Centre,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (2,196 reviews)"
ship-tavern,Ship Tavern,,,restaurants,pub,Belgravia,,,,,,,,,,
short-road-pizza,Short Road Pizza,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,Google rating: 4.6/5 (60 reviews)
simpson-s-in-the-strand,Simpson's in the Strand,,,restaurants,restaurant,,,,$$$,,,,,,source:London Historic Restaurants and Pubs,Google rating: 4.6/5 (842 reviews)
simpson-s-tavern,Simpson's Tavern,,,attractions,landmark,,,,,,,,,,source:London Historic Restaurants and Pubs,Google rating: 4.5/5 (346 reviews)
sir-colin-campbell,Sir Colin Campbell,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,Google rating: 4.5/5 (541 reviews)
slower,slower),,,restaurants,restaurant,Whitehall/Charing Cross,,,,,,,,,,
smith-and-wollensky,Smith and Wollensky,,,restaurants,restaurant,Whitehall/Charing Cross,,American steakhouse; lots of private rooms so not too hard to,,,,,,,,
smiths,Smiths,,,restaurants,restaurant,Belgravia,,,,,,,,,,
social-eating-house-street-xo,"Social Eating House, Street XO",,,restaurants,restaurant,Marylebone,,"mostly in Mayfair, although some close to Regent St.",,,,,,,,
sounds-of-the-universe,Sounds of the Universe,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (594 reviews)
southwick-house,Southwick House,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (186 reviews)
spend,Spend],,,restaurants,restaurant,Belgravia,,,,,,,,,,
spitfire-hurricane-memorial-museum,Spitfire & Hurricane Memorial Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (2,432 reviews)"
sports-trading-cards-uk-ltd,Sports Trading Cards UK Ltd,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.9/5 (39 reviews)
st-augustine-s-abbey,St Augustine's Abbey,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (1,240 reviews)"
st-catherine-s-hill,St. Catherine's Hill,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (824 reviews)
st-margaret-s-beach,St Margaret's Beach,,,day-trips,coast,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,293 reviews)"
st-martin-s-church,St. Martin's Church,,,historic-sites,medieval,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (478 reviews)
st-michael-s-church,St Michael’s Church,,,historic-sites,medieval,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (25 reviews)
st-nicholas-church-graveyard,St Nicholas' Church Graveyard,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (11 reviews)
